,num,mb_sex,mb_birth,mb_4,mb_6,태그-직장,태그-결혼여부
0,11726,M,19000101,기타,,A04-00,A06-00
1,21745,M,19000122,근로자,미혼,A04-03,A06-01
2,13327,M,19050101,False,,A04-00,A06-00
3,23542,M,19190101,근로자,기혼,A04-03,A06-02
4,14442,M,19200128,대학(원)생,미혼,A04-01,A06-01
5,10640,M,19210101,기타,미혼,A04-00,A06-01
6,23936,F,19210303,기타,미혼,A04-00,A06-01
7,9083,M,19220413,구직자,미혼,A04-02,A06-01
8,12514,F,19400102,"대학(원)생,근로자",미혼,A04-01,A06-01
9,8558,M,19410811,기타,미혼,A04-00,A06-01
10,18512,F,19420515,근로자,기혼,A04-03,A06-02
11,23089,F,19451126,기업인/소상공인,기혼,A04-05,A06-02
12,4953,M,19471123,False,,A04-00,A06-00
13,28233,M,19480527,기타,기혼,A04-00,A06-02
14,18789,M,19481211,대학(원)생,기혼,A04-01,A06-02
15,7099,F,19490609,근로자,기혼,A04-03,A06-02
16,11280,F,19491215,기타,미혼,A04-00,A06-01
17,8173,M,19500103,"구직자,기업인/소상공인",기혼,A04-02,A06-02
18,24488,F,19500107,기타,기혼,A04-00,A06-02
19,26583,M,19501015,기업인/소상공인,기혼,A04-05,A06-02
20,24227,M,19510110,기타,기혼,A04-00,A06-02
21,9918,M,19520131,구직자,기혼,A04-02,A06-02
22,9930,M,19530730,근로자,기혼,A04-03,A06-02
23,16647,M,19531224,기업인/소상공인,기혼,A04-05,A06-02
24,22575,M,19540119,기업인/소상공인,기혼,A04-05,A06-02
25,25577,F,19540406,기타,기혼,A04-00,A06-02
26,13881,M,19540619,기타,미혼,A04-00,A06-01
27,23808,M,19540707,프리랜서,기혼,A04-07,A06-02
28,21023,M,19541117,구직자,기혼,A04-02,A06-02
29,18527,F,19550115,근로자,미혼,A04-03,A06-01
30,25494,M,19550209,근로자,기혼,A04-03,A06-02
31,13114,M,19551015,프리랜서,,A04-07,A06-00
32,4960,M,19551213,False,,A04-00,A06-00
33,20056,M,19560129,기업인/소상공인,기혼,A04-05,A06-02
34,4945,F,19560616,기업인/소상공인,기혼,A04-05,A06-02
35,16919,M,19561012,기타,기혼,A04-00,A06-02
36,12726,M,19561220,False,기혼,A04-00,A06-02
37,10757,F,19570621,기타,기혼,A04-00,A06-02
38,15971,M,19570829,기업인/소상공인,기혼,A04-05,A06-02
39,12249,M,19580721,근로자,기혼,A04-03,A06-02
40,4978,M,19580912,구직자,기혼,A04-02,A06-02
41,16859,M,19581113,구직자,미혼,A04-02,A06-01
42,27487,F,19581221,프리랜서,미혼,A04-07,A06-01
43,15045,M,19590210,기업인/소상공인,기혼,A04-05,A06-02
44,16473,M,19590215,기타,기혼,A04-00,A06-02
45,5174,M,19590311,기업인/소상공인,기혼,A04-05,A06-02
46,17612,M,19590718,근로자,기혼,A04-03,A06-02
47,19523,F,19591008,기타,기혼,A04-00,A06-02
48,25303,M,19600104,"구직자,근로자,기업인/소상공인",기혼,A04-02,A06-02
49,14873,M,19600820,기업인/소상공인,기혼,A04-05,A06-02
50,20506,M,19600910,False,,A04-00,A06-00
51,13464,F,19600928,기업인/소상공인,미혼,A04-05,A06-01
52,24998,M,19601024,"근로자,기업인/소상공인",기혼,A04-03,A06-02
53,24571,M,19610326,근로자,기혼,A04-03,A06-02
54,22632,M,19610408,기업인/소상공인,기혼,A04-05,A06-02
55,7334,F,19610511,근로자,기혼,A04-03,A06-02
56,15112,M,19610522,구직자,기혼,A04-02,A06-02
57,22986,M,19611227,근로자,기혼,A04-03,A06-02
58,26088,M,19620117,기타,기혼,A04-00,A06-02
59,17398,M,19620305,구직자,기혼,A04-02,A06-02
60,23259,M,19620326,근로자,기혼,A04-03,A06-02
61,13695,F,19620406,기업인/소상공인,기혼,A04-05,A06-02
62,6710,F,19620417,근로자,기혼,A04-03,A06-02
63,26715,F,19620712,근로자,미혼,A04-03,A06-01
64,21560,F,19620805,기업인/소상공인,기혼,A04-05,A06-02
65,16753,M,19620926,기타,기혼,A04-00,A06-02
66,7817,F,19621010,"프리랜서,기타",기혼,A04-07,A06-02
67,23061,M,19621021,기업인/소상공인,기혼,A04-05,A06-02
68,4745,M,19621208,프리랜서,기혼,A04-07,A06-02
69,26366,F,19621226,기타,기혼,A04-00,A06-02
70,24976,M,19630111,구직자,기혼,A04-02,A06-02
71,19974,M,19630130,근로자,미혼,A04-03,A06-01
72,19584,M,19630418,근로자,기혼,A04-03,A06-02
73,12341,M,19630525,기업인/소상공인,기혼,A04-05,A06-02
74,16782,M,19630528,기업인/소상공인,기혼,A04-05,A06-02
75,28120,F,19630710,근로자,미혼,A04-03,A06-01
76,4790,M,19630712,구직자,기혼,A04-02,A06-02
77,22964,M,19640105,근로자,미혼,A04-03,A06-01
78,21312,M,19640113,근로자,기혼,A04-03,A06-02
79,17126,F,19640315,기타,,A04-00,A06-00
80,12525,F,19640422,구직자,기혼,A04-02,A06-02
81,15707,M,19640702,근로자,기혼,A04-03,A06-02
82,17184,M,19640920,기업인/소상공인,기혼,A04-05,A06-02
83,3502,F,19641005,False,,A04-00,A06-00
84,11752,M,19650130,근로자,기혼,A04-03,A06-02
85,20803,F,19650313,기업인/소상공인,기혼,A04-05,A06-02
86,16397,M,19650426,근로자,기혼,A04-03,A06-02
87,10661,F,19650510,기타,기혼,A04-00,A06-02
88,20496,F,19650606,근로자,기혼,A04-03,A06-02
89,19198,M,19650625,프리랜서,기혼,A04-07,A06-02
90,10655,F,19650927,기타,기혼,A04-00,A06-02
91,20553,M,19660330,기타,기혼,A04-00,A06-02
92,8449,F,19660501,근로자,미혼,A04-03,A06-01
93,25931,M,19660708,기타,미혼,A04-00,A06-01
94,4704,F,19660802,근로자,기혼,A04-03,A06-02
95,13983,M,19661006,False,기혼,A04-00,A06-02
96,24407,M,19661025,기타,,A04-00,A06-00
97,27137,F,19661222,기타,기혼,A04-00,A06-02
98,4993,M,19670228,기업인/소상공인,기혼,A04-05,A06-02
99,11398,M,19670228,False,,A04-00,A06-00
100,4969,F,19670308,기업인/소상공인,기혼,A04-05,A06-02
101,21816,M,19670411,근로자,미혼,A04-03,A06-01
102,16902,F,19670607,False,,A04-00,A06-00
103,12234,F,19670708,근로자,기혼,A04-03,A06-02
104,17709,M,19670723,근로자,기혼,A04-03,A06-02
105,21093,M,19670801,기업인/소상공인,미혼,A04-05,A06-01
106,22899,M,19670830,기업인/소상공인,기혼,A04-05,A06-02
107,28305,M,19671018,구직자,,A04-02,A06-00
108,23810,M,19680104,근로자,미혼,A04-03,A06-01
109,11394,M,19680310,근로자,기혼,A04-03,A06-02
110,16511,M,19680313,"근로자,기타",미혼,A04-03,A06-01
111,23866,M,19680515,기타,기혼,A04-00,A06-02
112,16618,M,19680517,기업인/소상공인,미혼,A04-05,A06-01
113,9782,F,19680609,프리랜서,미혼,A04-07,A06-01
114,15734,F,19680621,구직자,기혼,A04-02,A06-02
115,5404,F,19680628,근로자,미혼,A04-03,A06-01
116,4949,M,19680712,근로자,기혼,A04-03,A06-02
117,21225,M,19680716,근로자,기혼,A04-03,A06-02
118,20747,F,19680718,기타,기혼,A04-00,A06-02
119,21120,M,19680808,기타,기혼,A04-00,A06-02
120,16717,M,19680822,구직자,미혼,A04-02,A06-01
121,15666,F,19680925,근로자,기혼,A04-03,A06-02
122,16381,M,19681215,"프리랜서,기업인/소상공인",미혼,A04-05,A06-01
123,18153,M,19681215,기타,미혼,A04-00,A06-01
124,3939,F,19690128,False,,A04-00,A06-00
125,15515,F,19690131,기업인/소상공인,미혼,A04-05,A06-01
126,17738,M,19690201,근로자,미혼,A04-03,A06-01
127,18187,M,19690212,"근로자,기타",미혼,A04-03,A06-01
128,16624,F,19690315,기업인/소상공인,미혼,A04-05,A06-01
129,17634,M,19690414,근로자,미혼,A04-03,A06-01
130,22684,M,19690426,근로자,기혼,A04-03,A06-02
131,16508,F,19690506,근로자,기혼,A04-03,A06-02
132,19745,F,19690515,기타,기혼,A04-00,A06-02
133,16892,F,19690524,프리랜서,미혼,A04-07,A06-01
134,25715,F,19690531,"프리랜서,기업인/소상공인",기혼,A04-05,A06-02
135,27852,F,19690702,근로자,기혼,A04-03,A06-02
136,5480,F,19690717,"근로자,프리랜서",기혼,A04-03,A06-02
137,8957,F,19691025,기타,미혼,A04-00,A06-01
138,24242,F,19691102,기타,기혼,A04-00,A06-02
139,25965,M,19691220,"근로자,예비창업자,기업인/소상공인",기혼,A04-03,A06-02
140,22249,M,19700211,근로자,기혼,A04-03,A06-02
141,26259,M,19700302,구직자,기혼,A04-02,A06-02
142,4427,M,19700415,False,,A04-00,A06-00
143,4892,F,19700425,기타,기혼,A04-00,A06-02
144,27025,F,19700519,근로자,미혼,A04-03,A06-01
145,18670,M,19700615,근로자,미혼,A04-03,A06-01
146,23545,M,19700706,기업인/소상공인,기혼,A04-05,A06-02
147,8291,M,19700726,"기업인/소상공인,기타",기혼,A04-05,A06-02
148,26504,M,19700729,기타,미혼,A04-00,A06-01
149,18024,F,19700801,기타,기혼,A04-00,A06-02
150,20135,M,19700820,근로자,기혼,A04-03,A06-02
151,26191,M,19700820,기업인/소상공인,기혼,A04-05,A06-02
152,19728,M,19700821,근로자,기혼,A04-03,A06-02
153,6606,M,19701112,"근로자,기업인/소상공인",기혼,A04-03,A06-02
154,6848,M,19701121,근로자,기혼,A04-03,A06-02
155,5137,F,19701226,기타,기혼,A04-00,A06-02
156,6156,M,19710107,기타,미혼,A04-00,A06-01
157,20682,F,19710119,예비창업자,미혼,A04-04,A06-01
158,12379,M,19710128,근로자,미혼,A04-03,A06-01
159,24558,M,19710214,기타,미혼,A04-00,A06-01
160,18227,M,19710219,근로자,미혼,A04-03,A06-01
161,16721,M,19710317,근로자,기혼,A04-03,A06-02
162,16413,M,19710321,False,기혼,A04-00,A06-02
163,16551,M,19710404,기업인/소상공인,기혼,A04-05,A06-02
164,7775,F,19710505,기타,,A04-00,A06-00
165,11610,F,19710505,"기업인/소상공인,기타",기혼,A04-05,A06-02
166,20927,F,19710506,근로자,기혼,A04-03,A06-02
167,24886,M,19710615,기타,미혼,A04-00,A06-01
168,15470,M,19710625,근로자,미혼,A04-03,A06-01
169,25941,M,19710626,기타,미혼,A04-00,A06-01
170,12563,F,19710723,기업인/소상공인,기혼,A04-05,A06-02
171,18731,M,19710806,기업인/소상공인,기혼,A04-05,A06-02
172,6324,M,19710813,기업인/소상공인,기혼,A04-05,A06-02
173,13089,F,19710902,구직자,기혼,A04-02,A06-02
174,4999,F,19710910,근로자,기혼,A04-03,A06-02
175,20469,M,19711005,기타,미혼,A04-00,A06-01
176,13964,M,19711021,프리랜서,미혼,A04-07,A06-01
177,25867,M,19711027,근로자,기혼,A04-03,A06-02
178,22544,M,19711108,기타,기혼,A04-00,A06-02
179,4970,M,19720103,근로자,기혼,A04-03,A06-02
180,20247,F,19720108,기업인/소상공인,,A04-05,A06-00
181,25948,F,19720201,"예비창업자,프리랜서,기업인/소상공인",기혼,A04-04,A06-02
182,27035,M,19720422,기업인/소상공인,기혼,A04-05,A06-02
183,4971,M,19720514,근로자,기혼,A04-03,A06-02
184,4708,M,19720515,근로자,기혼,A04-03,A06-02
185,4984,F,19720515,근로자,기혼,A04-03,A06-02
186,26240,F,19720711,구직자,미혼,A04-02,A06-01
187,23441,M,19720712,프리랜서,미혼,A04-07,A06-01
188,2959,F,19720713,False,,A04-00,A06-00
189,28047,M,19720715,기타,기혼,A04-00,A06-02
190,12235,F,19720829,기업인/소상공인,기혼,A04-05,A06-02
191,27770,M,19720926,기타,미혼,A04-00,A06-01
192,13203,F,19720927,근로자,미혼,A04-03,A06-01
193,15982,M,19721006,근로자,기혼,A04-03,A06-02
194,13529,M,19721020,프리랜서,미혼,A04-07,A06-01
195,28167,M,19721106,"프리랜서,기업인/소상공인",기혼,A04-05,A06-02
196,27260,F,19721107,기타,기혼,A04-00,A06-02
197,27547,M,19721127,구직자,기혼,A04-02,A06-02
198,6331,M,19721201,구직자,기혼,A04-02,A06-02
199,5362,M,19721220,근로자,기혼,A04-03,A06-02
200,6122,M,19730128,기업인/소상공인,미혼,A04-05,A06-01
201,5447,F,19730305,기업인/소상공인,기혼,A04-05,A06-02
202,4408,F,19730307,False,,A04-00,A06-00
203,21526,F,19730307,프리랜서,기혼,A04-07,A06-02
204,16732,M,19730323,근로자,기혼,A04-03,A06-02
205,21544,F,19730327,False,,A04-00,A06-00
206,4985,M,19730401,근로자,기혼,A04-03,A06-02
207,26152,F,19730403,기업인/소상공인,기혼,A04-05,A06-02
208,21298,M,19730422,근로자,기혼,A04-03,A06-02
209,18211,M,19730513,근로자,기혼,A04-03,A06-02
210,18044,F,19730624,근로자,기혼,A04-03,A06-02
211,27199,M,19730705,기업인/소상공인,기혼,A04-05,A06-02
212,20343,M,19730721,프리랜서,미혼,A04-07,A06-01
213,4976,M,19730723,기타,,A04-00,A06-00
214,15090,M,19730818,기타,기혼,A04-00,A06-02
215,23709,M,19730910,"근로자,기업인/소상공인",기혼,A04-03,A06-02
216,27619,M,19731014,근로자,미혼,A04-03,A06-01
217,17368,M,19731031,근로자,기혼,A04-03,A06-02
218,18248,M,19731104,기업인/소상공인,기혼,A04-05,A06-02
219,13131,M,19731118,기타,미혼,A04-00,A06-01
220,27293,F,19731123,프리랜서,기혼,A04-07,A06-02
221,14297,M,19731124,기업인/소상공인,기혼,A04-05,A06-02
222,14942,F,19731130,기업인/소상공인,기혼,A04-05,A06-02
223,21425,F,19740112,기업인/소상공인,기혼,A04-05,A06-02
224,14792,M,19740121,구직자,기혼,A04-02,A06-02
225,10548,F,19740220,프리랜서,기혼,A04-07,A06-02
226,12916,F,19740227,"근로자,예비창업자,프리랜서",기혼,A04-03,A06-02
227,20789,M,19740323,근로자,기혼,A04-03,A06-02
228,25120,F,19740412,"구직자,프리랜서",미혼,A04-02,A06-01
229,28126,M,19740426,근로자,기혼,A04-03,A06-02
230,28132,F,19740711,기타,기혼,A04-00,A06-02
231,9741,F,19740804,근로자,미혼,A04-03,A06-01
232,17463,M,19740820,기타,미혼,A04-00,A06-01
233,24305,M,19741005,프리랜서,미혼,A04-07,A06-01
234,4996,M,19741007,기업인/소상공인,기혼,A04-05,A06-02
235,6453,M,19741020,예비창업자,기혼,A04-04,A06-02
236,9596,F,19741102,기타,미혼,A04-00,A06-01
237,9066,M,19741103,"대학(원)생,기타",미혼,A04-01,A06-01
238,18955,M,19741126,근로자,미혼,A04-03,A06-01
239,24574,M,19741211,기타,미혼,A04-00,A06-01
240,4998,F,19741224,기업인/소상공인,미혼,A04-05,A06-01
241,16392,F,19741230,프리랜서,미혼,A04-07,A06-01
242,19794,F,19750103,프리랜서,미혼,A04-07,A06-01
243,28482,F,19750111,기타,기혼,A04-00,A06-02
244,15001,F,19750217,기타,미혼,A04-00,A06-01
245,9107,M,19750301,근로자,기혼,A04-03,A06-02
246,10080,F,19750301,구직자,기혼,A04-02,A06-02
247,17434,M,19750306,기타,미혼,A04-00,A06-01
248,14871,F,19750318,구직자,기혼,A04-02,A06-02
249,9028,F,19750325,근로자,기혼,A04-03,A06-02
250,18979,M,19750326,프리랜서,기혼,A04-07,A06-02
251,4994,M,19750327,프리랜서,기혼,A04-07,A06-02
252,15784,F,19750408,프리랜서,기혼,A04-07,A06-02
253,14538,F,19750412,프리랜서,미혼,A04-07,A06-01
254,14801,F,19750423,기타,미혼,A04-00,A06-01
255,18140,F,19750504,근로자,기혼,A04-03,A06-02
256,27074,M,19750504,기타,기혼,A04-00,A06-02
257,28542,M,19750505,근로자,기혼,A04-03,A06-02
258,11972,F,19750520,기타,기혼,A04-00,A06-02
259,6270,F,19750526,기업인/소상공인,미혼,A04-05,A06-01
260,22394,M,19750625,근로자,기혼,A04-03,A06-02
261,28514,M,19750627,프리랜서,기혼,A04-07,A06-02
262,26001,M,19750715,기타,기혼,A04-00,A06-02
263,20051,M,19750720,기타,기혼,A04-00,A06-02
264,28531,F,19750724,구직자,미혼,A04-02,A06-01
265,26523,F,19750907,기타,미혼,A04-00,A06-01
266,17495,M,19751006,"근로자,기타",기혼,A04-03,A06-02
267,15071,F,19751021,"구직자,기타",기혼,A04-02,A06-02
268,6262,M,19751105,기업인/소상공인,미혼,A04-05,A06-01
269,9426,M,19751105,"구직자,근로자,예비창업자,프리랜서",기혼,A04-02,A06-02
270,4878,M,19751115,기업인/소상공인,미혼,A04-05,A06-01
271,13713,M,19751209,기타,미혼,A04-00,A06-01
272,5417,M,19751220,근로자,기혼,A04-03,A06-02
273,26199,M,19751225,"구직자,근로자,예비창업자,프리랜서,기타",미혼,A04-02,A06-01
274,20748,M,19760117,근로자,기혼,A04-03,A06-02
275,7098,F,19760123,기업인/소상공인,기혼,A04-05,A06-02
276,4964,M,19760201,근로자,기혼,A04-03,A06-02
277,12666,M,19760215,기업인/소상공인,기혼,A04-05,A06-02
278,15905,F,19760317,기타,기혼,A04-00,A06-02
279,4718,M,19760329,근로자,기혼,A04-03,A06-02
280,4950,F,19760408,기업인/소상공인,기혼,A04-05,A06-02
281,16318,M,19760420,근로자,기혼,A04-03,A06-02
282,21469,M,19760615,근로자,미혼,A04-03,A06-01
283,17706,M,19760703,근로자,기혼,A04-03,A06-02
284,14852,M,19760715,근로자,미혼,A04-03,A06-01
285,14853,M,19760715,근로자,미혼,A04-03,A06-01
286,13647,M,19760720,기타,미혼,A04-00,A06-01
287,17345,M,19760815,기타,미혼,A04-00,A06-01
288,5387,M,19760820,근로자,기혼,A04-03,A06-02
289,21522,M,19760821,근로자,기혼,A04-03,A06-02
290,16657,F,19760910,프리랜서,기혼,A04-07,A06-02
291,22232,F,19760927,근로자,미혼,A04-03,A06-01
292,17198,M,19761019,근로자,미혼,A04-03,A06-01
293,10318,M,19761021,근로자,기혼,A04-03,A06-02
294,19297,M,19761028,근로자,기혼,A04-03,A06-02
295,28109,F,19761111,"구직자,근로자,예비창업자,기업인/소상공인",기혼,A04-02,A06-02
296,24657,M,19761120,기업인/소상공인,미혼,A04-05,A06-01
297,17355,M,19761124,기타,미혼,A04-00,A06-01
298,14568,F,19761208,근로자,미혼,A04-03,A06-01
299,5549,F,19761209,기업인/소상공인,기혼,A04-05,A06-02
300,26231,F,19761216,기타,기혼,A04-00,A06-02
301,24977,M,19770112,"구직자,프리랜서",기혼,A04-02,A06-02
302,3365,F,19770116,기업인/소상공인,,A04-05,A06-00
303,17418,M,19770212,프리랜서,미혼,A04-07,A06-01
304,13971,F,19770225,근로자,미혼,A04-03,A06-01
305,7574,M,19770226,근로자,기혼,A04-03,A06-02
306,19254,M,19770311,기타,기혼,A04-00,A06-02
307,22481,M,19770408,기타,기혼,A04-00,A06-02
308,15166,M,19770418,"근로자,프리랜서",기혼,A04-03,A06-02
309,17835,F,19770520,근로자,기혼,A04-03,A06-02
310,15557,F,19770605,근로자,기혼,A04-03,A06-02
311,17717,M,19770613,"구직자,근로자,예비창업자",미혼,A04-02,A06-01
312,15291,M,19770724,"구직자,근로자,기타",미혼,A04-02,A06-01
313,3330,M,19770727,기업인/소상공인,기혼,A04-05,A06-02
314,21408,M,19770811,근로자,기혼,A04-03,A06-02
315,4991,M,19770902,기타,미혼,A04-00,A06-01
316,14542,M,19770911,기타,기혼,A04-00,A06-02
317,8021,M,19770926,근로자,기혼,A04-03,A06-02
318,22017,M,19771003,근로자,기혼,A04-03,A06-02
319,25774,M,19771008,기업인/소상공인,미혼,A04-05,A06-01
320,20719,F,19771014,근로자,미혼,A04-03,A06-01
321,28269,F,19771021,기업인/소상공인,기혼,A04-05,A06-02
322,24504,M,19771109,프리랜서,미혼,A04-07,A06-01
323,15665,M,19771116,기타,기혼,A04-00,A06-02
324,6181,M,19771117,근로자,기혼,A04-03,A06-02
325,20387,M,19771117,근로자,기혼,A04-03,A06-02
326,27935,F,19771202,구직자,기혼,A04-02,A06-02
327,27032,M,19771215,"프리랜서,기타",미혼,A04-07,A06-01
328,13527,F,19771216,기타,기혼,A04-00,A06-02
329,20714,M,19771216,근로자,미혼,A04-03,A06-01
330,17448,M,19771229,기타,기혼,A04-00,A06-02
331,24146,M,19780110,False,,A04-00,A06-00
332,21406,F,19780120,근로자,기혼,A04-03,A06-02
333,17344,M,19780123,구직자,기혼,A04-02,A06-02
334,24986,M,19780202,기타,미혼,A04-00,A06-01
335,17230,F,19780208,대학(원)생,미혼,A04-01,A06-01
336,21478,M,19780216,근로자,기혼,A04-03,A06-02
337,23471,M,19780227,기업인/소상공인,기혼,A04-05,A06-02
338,27585,F,19780308,False,기혼,A04-00,A06-02
339,25791,M,19780320,근로자,기혼,A04-03,A06-02
340,20462,M,19780401,근로자,미혼,A04-03,A06-01
341,4958,F,19780409,False,,A04-00,A06-00
342,20316,M,19780415,근로자,미혼,A04-03,A06-01
343,27291,M,19780425,근로자,기혼,A04-03,A06-02
344,22832,M,19780428,프리랜서,미혼,A04-07,A06-01
345,19212,M,19780504,근로자,미혼,A04-03,A06-01
346,16153,M,19780518,근로자,미혼,A04-03,A06-01
347,17510,M,19780619,근로자,미혼,A04-03,A06-01
348,21008,F,19780624,기타,기혼,A04-00,A06-02
349,16250,M,19780626,"구직자,근로자",미혼,A04-02,A06-01
350,13555,M,19780710,근로자,미혼,A04-03,A06-01
351,4997,M,19780824,기업인/소상공인,미혼,A04-05,A06-01
352,233,F,19780904,False,,A04-00,A06-00
353,19370,F,19780905,프리랜서,기혼,A04-07,A06-02
354,15650,F,19780916,"구직자,근로자",기혼,A04-02,A06-02
355,6643,F,19780924,기업인/소상공인,기혼,A04-05,A06-02
356,18641,M,19780928,False,미혼,A04-00,A06-01
357,5233,M,19781001,근로자,미혼,A04-03,A06-01
358,6866,M,19781019,기타,미혼,A04-00,A06-01
359,25708,M,19781104,기타,기혼,A04-00,A06-02
360,21274,M,19781108,근로자,기혼,A04-03,A06-02
361,18167,M,19781129,근로자,미혼,A04-03,A06-01
362,23405,M,19781215,근로자,기혼,A04-03,A06-02
363,23689,F,19781222,기업인/소상공인,기혼,A04-05,A06-02
364,27055,M,19781225,근로자,기혼,A04-03,A06-02
365,22630,M,19790101,"구직자,근로자,예비창업자",기혼,A04-02,A06-02
366,28163,F,19790102,구직자,기혼,A04-02,A06-02
367,480,M,19790103,기업인/소상공인,,A04-05,A06-00
368,7058,M,19790106,기타,미혼,A04-00,A06-01
369,12377,F,19790114,기타,,A04-00,A06-00
370,26548,M,19790120,근로자,미혼,A04-03,A06-01
371,10202,F,19790121,프리랜서,기혼,A04-07,A06-02
372,9563,M,19790123,구직자,미혼,A04-02,A06-01
373,25203,M,19790123,프리랜서,기혼,A04-07,A06-02
374,21027,F,19790212,기타,기혼,A04-00,A06-02
375,23101,M,19790403,근로자,기혼,A04-03,A06-02
376,12112,M,19790416,구직자,미혼,A04-02,A06-01
377,12301,F,19790425,"구직자,기타",기혼,A04-02,A06-02
378,17524,M,19790428,근로자,미혼,A04-03,A06-01
379,23525,M,19790514,프리랜서,미혼,A04-07,A06-01
380,27058,M,19790526,프리랜서,기혼,A04-07,A06-02
381,22376,M,19790602,근로자,기혼,A04-03,A06-02
382,12470,M,19790610,구직자,미혼,A04-02,A06-01
383,22778,M,19790617,근로자,기혼,A04-03,A06-02
384,13159,M,19790623,대학(원)생,미혼,A04-01,A06-01
385,4778,M,19790710,False,미혼,A04-00,A06-01
386,16598,F,19790711,"구직자,근로자,예비창업자,기타",기혼,A04-02,A06-02
387,23384,M,19790713,근로자,미혼,A04-03,A06-01
388,18134,M,19790729,기타,미혼,A04-00,A06-01
389,5014,M,19790730,기타,미혼,A04-00,A06-01
390,28496,M,19790905,기타,기혼,A04-00,A06-02
391,6378,M,19790915,기타,미혼,A04-00,A06-01
392,23836,M,19791126,"근로자,기타",기혼,A04-03,A06-02
393,15427,F,19791203,프리랜서,기혼,A04-07,A06-02
394,17181,M,19791217,근로자,기혼,A04-03,A06-02
395,21070,M,19800103,False,,A04-00,A06-00
396,24029,M,19800110,"구직자,프리랜서,기타",미혼,A04-02,A06-01
397,13247,F,19800119,기타,미혼,A04-00,A06-01
398,20566,M,19800124,근로자,기혼,A04-03,A06-02
399,12460,M,19800130,근로자,미혼,A04-03,A06-01
400,12560,M,19800205,근로자,미혼,A04-03,A06-01
401,7127,F,19800219,기타,미혼,A04-00,A06-01
402,4616,M,19800222,구직자,,A04-02,A06-00
403,16597,M,19800222,기업인/소상공인,기혼,A04-05,A06-02
404,18119,M,19800225,근로자,미혼,A04-03,A06-01
405,24713,F,19800302,구직자,미혼,A04-02,A06-01
406,17313,F,19800308,구직자,미혼,A04-02,A06-01
407,14420,M,19800322,False,,A04-00,A06-00
408,5366,M,19800425,근로자,기혼,A04-03,A06-02
409,28302,F,19800428,근로자,기혼,A04-03,A06-02
410,18053,M,19800505,근로자,미혼,A04-03,A06-01
411,10806,M,19800530,기타,미혼,A04-00,A06-01
412,26648,M,19800603,"구직자,예비창업자,기업인/소상공인",미혼,A04-02,A06-01
413,21957,M,19800618,근로자,기혼,A04-03,A06-02
414,6658,M,19800701,구직자,기혼,A04-02,A06-02
415,19528,M,19800708,근로자,미혼,A04-03,A06-01
416,15705,M,19800709,기타,미혼,A04-00,A06-01
417,23550,M,19800713,근로자,기혼,A04-03,A06-02
418,18161,F,19800719,기업인/소상공인,기혼,A04-05,A06-02
419,28097,M,19800721,구직자,미혼,A04-02,A06-01
420,28128,M,19800812,기업인/소상공인,미혼,A04-05,A06-01
421,17542,M,19800823,구직자,미혼,A04-02,A06-01
422,14296,F,19800827,프리랜서,미혼,A04-07,A06-01
423,5087,M,19800907,"구직자,예비창업자",기혼,A04-02,A06-02
424,15847,M,19800914,기업인/소상공인,미혼,A04-05,A06-01
425,19688,M,19800925,프리랜서,미혼,A04-07,A06-01
426,16942,F,19800930,기타,기혼,A04-00,A06-02
427,8692,M,19801003,"기업인/소상공인,기타",기혼,A04-05,A06-02
428,23398,F,19801003,근로자,기혼,A04-03,A06-02
429,8079,F,19801005,"대학(원)생,근로자,예비창업자,프리랜서,기업인/소상공인,기타",미혼,A04-01,A06-01
430,27652,M,19801008,프리랜서,미혼,A04-07,A06-01
431,5554,F,19801016,근로자,기혼,A04-03,A06-02
432,14456,F,19801018,프리랜서,미혼,A04-07,A06-01
433,2178,F,19801105,False,,A04-00,A06-00
434,15684,F,19801107,"구직자,예비창업자",미혼,A04-02,A06-01
435,28362,M,19801107,근로자,미혼,A04-03,A06-01
436,24672,F,19801110,구직자,미혼,A04-02,A06-01
437,27764,M,19801115,근로자,기혼,A04-03,A06-02
438,6216,M,19801205,기업인/소상공인,미혼,A04-05,A06-01
439,6727,M,19801205,"대학(원)생,기업인/소상공인",기혼,A04-01,A06-02
440,18662,F,19801205,"프리랜서,기업인/소상공인",기혼,A04-05,A06-02
441,17831,M,19801218,근로자,미혼,A04-03,A06-01
442,23411,M,19801218,근로자,미혼,A04-03,A06-01
443,28342,F,19810105,프리랜서,미혼,A04-07,A06-01
444,8483,F,19810118,구직자,미혼,A04-02,A06-01
445,5009,M,19810119,근로자,기혼,A04-03,A06-02
446,12490,F,19810205,구직자,미혼,A04-02,A06-01
447,20750,F,19810205,구직자,미혼,A04-02,A06-01
448,24230,M,19810206,기타,,A04-00,A06-00
449,25114,F,19810218,기타,기혼,A04-00,A06-02
450,25760,M,19810218,근로자,기혼,A04-03,A06-02
451,16461,F,19810227,기타,기혼,A04-00,A06-02
452,16324,F,19810303,근로자,미혼,A04-03,A06-01
453,27954,M,19810305,프리랜서,미혼,A04-07,A06-01
454,20285,M,19810312,구직자,미혼,A04-02,A06-01
455,13088,M,19810313,구직자,기혼,A04-02,A06-02
456,21705,M,19810316,프리랜서,기혼,A04-07,A06-02
457,16261,F,19810408,기타,기혼,A04-00,A06-02
458,22083,M,19810409,구직자,기혼,A04-02,A06-02
