,num,mb_sex,mb_birth,mb_4,mb_6,태그-직장,태그-결혼여부
3540,20289,M,19930201,근로자,미혼,A04-03,A06-01
3541,26019,M,19930202,구직자,미혼,A04-02,A06-01
3542,28358,F,19930202,프리랜서,미혼,A04-07,A06-01
3543,11388,F,19930204,근로자,미혼,A04-03,A06-01
3544,5127,M,19930205,구직자,미혼,A04-02,A06-01
3545,10509,M,19930205,근로자,미혼,A04-03,A06-01
3546,18880,M,19930206,프리랜서,미혼,A04-07,A06-01
3547,21141,F,19930206,근로자,미혼,A04-03,A06-01
3548,11194,M,19930207,"프리랜서,기타",미혼,A04-07,A06-01
3549,20219,M,19930207,구직자,미혼,A04-02,A06-01
3550,24427,M,19930207,기타,미혼,A04-00,A06-01
3551,12859,M,19930208,근로자,미혼,A04-03,A06-01
3552,13005,F,19930209,구직자,미혼,A04-02,A06-01
3553,26893,F,19930209,"대학(원)생,근로자",미혼,A04-01,A06-01
3554,23254,M,19930211,"근로자,예비창업자",기혼,A04-03,A06-02
3555,24289,F,19930212,근로자,미혼,A04-03,A06-01
3556,26529,M,19930213,근로자,미혼,A04-03,A06-01
3557,27660,M,19930213,근로자,미혼,A04-03,A06-01
3558,18745,M,19930214,"근로자,예비창업자",미혼,A04-03,A06-01
3559,27494,F,19930214,"대학(원)생,구직자,예비창업자",미혼,A04-01,A06-01
3560,12451,F,19930215,구직자,미혼,A04-02,A06-01
3561,21629,M,19930215,구직자,미혼,A04-02,A06-01
3562,7564,M,19930216,근로자,미혼,A04-03,A06-01
3563,13270,M,19930218,근로자,미혼,A04-03,A06-01
3564,18638,M,19930218,근로자,기혼,A04-03,A06-02
3565,26181,M,19930219,근로자,미혼,A04-03,A06-01
3566,10382,F,19930220,"구직자,근로자",미혼,A04-02,A06-01
3567,22421,F,19930223,근로자,미혼,A04-03,A06-01
3568,24796,M,19930223,프리랜서,미혼,A04-07,A06-01
3569,10584,M,19930224,구직자,미혼,A04-02,A06-01
3570,21606,F,19930225,프리랜서,미혼,A04-07,A06-01
3571,24304,M,19930225,"구직자,프리랜서",미혼,A04-02,A06-01
3572,25911,M,19930226,"구직자,기타",미혼,A04-02,A06-01
3573,24679,M,19930227,False,,A04-00,A06-00
3574,18889,M,19930301,기타,미혼,A04-00,A06-01
3575,23042,M,19930301,근로자,미혼,A04-03,A06-01
3576,16344,M,19930302,구직자,미혼,A04-02,A06-01
3577,24930,M,19930302,기타,미혼,A04-00,A06-01
3578,14132,F,19930303,구직자,미혼,A04-02,A06-01
3579,13645,F,19930304,구직자,미혼,A04-02,A06-01
3580,25643,M,19930304,"구직자,근로자,기타",미혼,A04-02,A06-01
3581,3882,M,19930305,False,,A04-00,A06-00
3582,7034,F,19930305,기타,기혼,A04-00,A06-02
3583,12223,M,19930306,구직자,미혼,A04-02,A06-01
3584,12001,F,19930308,근로자,미혼,A04-03,A06-01
3585,28583,M,19930308,근로자,기혼,A04-03,A06-02
3586,11400,M,19930309,프리랜서,미혼,A04-07,A06-01
3587,13419,M,19930309,"구직자,기업인/소상공인",미혼,A04-02,A06-01
3588,22155,F,19930309,기타,기혼,A04-00,A06-02
3589,17550,F,19930310,근로자,미혼,A04-03,A06-01
3590,26388,M,19930310,구직자,미혼,A04-02,A06-01
3591,28391,M,19930311,근로자,미혼,A04-03,A06-01
3592,19664,M,19930314,근로자,미혼,A04-03,A06-01
3593,22742,M,19930314,근로자,미혼,A04-03,A06-01
3594,19237,M,19930315,기업인/소상공인,기혼,A04-05,A06-02
3595,23184,F,19930315,기타,미혼,A04-00,A06-01
3596,11569,M,19930317,구직자,미혼,A04-02,A06-01
3597,23708,M,19930317,"대학(원)생,근로자,프리랜서",미혼,A04-01,A06-01
3598,21412,F,19930318,구직자,미혼,A04-02,A06-01
3599,28196,M,19930318,"대학(원)생,구직자",미혼,A04-01,A06-01
3600,6334,M,19930319,구직자,미혼,A04-02,A06-01
3601,11040,F,19930319,구직자,미혼,A04-02,A06-01
3602,18109,F,19930319,기타,미혼,A04-00,A06-01
3603,28396,F,19930319,근로자,미혼,A04-03,A06-01
3604,18472,M,19930320,근로자,미혼,A04-03,A06-01
3605,15552,M,19930321,구직자,미혼,A04-02,A06-01
3606,5114,F,19930322,기타,미혼,A04-00,A06-01
3607,6533,F,19930322,"구직자,예비창업자,프리랜서",미혼,A04-02,A06-01
3608,21611,F,19930322,구직자,미혼,A04-02,A06-01
3609,8907,F,19930323,구직자,미혼,A04-02,A06-01
3610,20670,M,19930323,기업인/소상공인,미혼,A04-05,A06-01
3611,6091,M,19930324,"근로자,예비창업자",미혼,A04-03,A06-01
3612,8218,F,19930325,대학(원)생,미혼,A04-01,A06-01
3613,11223,M,19930325,구직자,미혼,A04-02,A06-01
3614,20327,F,19930325,기타,미혼,A04-00,A06-01
3615,26022,F,19930329,기타,미혼,A04-00,A06-01
3616,27175,M,19930330,근로자,미혼,A04-03,A06-01
3617,18078,M,19930331,기타,기혼,A04-00,A06-02
3618,27767,M,19930331,근로자,기혼,A04-03,A06-02
3619,17559,F,19930401,기타,미혼,A04-00,A06-01
3620,23013,M,19930401,프리랜서,미혼,A04-07,A06-01
3621,13117,M,19930402,근로자,미혼,A04-03,A06-01
3622,23553,M,19930402,구직자,미혼,A04-02,A06-01
3623,25861,F,19930403,기타,기혼,A04-00,A06-02
3624,4974,F,19930404,"근로자,프리랜서",미혼,A04-03,A06-01
3625,5109,M,19930406,구직자,미혼,A04-02,A06-01
3626,15188,M,19930406,구직자,미혼,A04-02,A06-01
3627,4716,F,19930408,구직자,미혼,A04-02,A06-01
3628,12462,M,19930408,"구직자,근로자",미혼,A04-02,A06-01
3629,4705,M,19930409,구직자,미혼,A04-02,A06-01
3630,7631,M,19930409,근로자,미혼,A04-03,A06-01
3631,16418,F,19930409,"구직자,근로자",미혼,A04-02,A06-01
3632,17907,M,19930409,구직자,미혼,A04-02,A06-01
3633,26550,M,19930409,근로자,미혼,A04-03,A06-01
3634,6792,M,19930410,기타,미혼,A04-00,A06-01
3635,14381,M,19930410,근로자,미혼,A04-03,A06-01
3636,23955,M,19930410,"구직자,근로자",미혼,A04-02,A06-01
3637,24074,M,19930410,구직자,미혼,A04-02,A06-01
3638,10402,F,19930411,"구직자,기타",미혼,A04-02,A06-01
3639,22990,F,19930411,근로자,기혼,A04-03,A06-02
3640,23959,F,19930412,프리랜서,미혼,A04-07,A06-01
3641,16539,F,19930413,기타,미혼,A04-00,A06-01
3642,26300,F,19930414,구직자,미혼,A04-02,A06-01
3643,7061,M,19930415,구직자,미혼,A04-02,A06-01
3644,9503,M,19930415,구직자,미혼,A04-02,A06-01
3645,25972,M,19930415,기업인/소상공인,미혼,A04-05,A06-01
3646,28149,M,19930417,근로자,미혼,A04-03,A06-01
3647,6766,M,19930418,구직자,미혼,A04-02,A06-01
3648,27526,M,19930418,근로자,기혼,A04-03,A06-02
3649,7048,M,19930419,프리랜서,미혼,A04-07,A06-01
3650,12045,M,19930420,근로자,미혼,A04-03,A06-01
3651,22269,M,19930420,구직자,미혼,A04-02,A06-01
3652,22119,M,19930423,근로자,미혼,A04-03,A06-01
3653,20586,F,19930426,근로자,미혼,A04-03,A06-01
3654,27732,M,19930426,근로자,기혼,A04-03,A06-02
3655,20014,F,19930428,근로자,미혼,A04-03,A06-01
3656,21214,M,19930428,구직자,미혼,A04-02,A06-01
3657,25766,M,19930429,구직자,미혼,A04-02,A06-01
3658,17449,F,19930430,근로자,미혼,A04-03,A06-01
3659,4881,M,19930501,"구직자,예비창업자",미혼,A04-02,A06-01
3660,21958,M,19930501,근로자,미혼,A04-03,A06-01
3661,19291,M,19930502,구직자,미혼,A04-02,A06-01
3662,4693,F,19930505,구직자,미혼,A04-02,A06-01
3663,19268,F,19930505,근로자,미혼,A04-03,A06-01
3664,6445,M,19930506,프리랜서,미혼,A04-07,A06-01
3665,6917,M,19930506,근로자,미혼,A04-03,A06-01
3666,8195,M,19930507,"대학(원)생,구직자,근로자,예비창업자,기업인/소상공인",미혼,A04-01,A06-01
3667,13474,M,19930507,구직자,미혼,A04-02,A06-01
3668,23469,F,19930508,구직자,미혼,A04-02,A06-01
3669,22860,M,19930509,구직자,미혼,A04-02,A06-01
3670,5508,M,19930510,"근로자,예비창업자",미혼,A04-03,A06-01
3671,19308,M,19930510,근로자,미혼,A04-03,A06-01
3672,6439,M,19930511,근로자,미혼,A04-03,A06-01
3673,18291,F,19930511,기업인/소상공인,미혼,A04-05,A06-01
3674,8431,F,19930512,기타,기혼,A04-00,A06-02
3675,9675,M,19930512,구직자,미혼,A04-02,A06-01
3676,18698,M,19930512,구직자,기혼,A04-02,A06-02
3677,24597,F,19930512,근로자,미혼,A04-03,A06-01
3678,16133,F,19930514,프리랜서,미혼,A04-07,A06-01
3679,2776,F,19930515,False,,A04-00,A06-00
3680,14215,F,19930515,구직자,미혼,A04-02,A06-01
3681,25311,F,19930515,구직자,기혼,A04-02,A06-02
3682,26813,M,19930519,근로자,미혼,A04-03,A06-01
3683,13262,F,19930520,근로자,미혼,A04-03,A06-01
3684,25396,M,19930521,근로자,미혼,A04-03,A06-01
3685,27391,M,19930522,근로자,미혼,A04-03,A06-01
3686,6374,M,19930523,근로자,미혼,A04-03,A06-01
3687,1338,M,19930524,False,,A04-00,A06-00
3688,6704,M,19930524,근로자,미혼,A04-03,A06-01
3689,13955,F,19930524,"프리랜서,기타",미혼,A04-07,A06-01
3690,16243,M,19930524,구직자,미혼,A04-02,A06-01
3691,16875,F,19930524,구직자,미혼,A04-02,A06-01
3692,6052,M,19930525,"구직자,근로자",미혼,A04-02,A06-01
3693,9800,F,19930525,근로자,미혼,A04-03,A06-01
3694,27741,M,19930525,기타,미혼,A04-00,A06-01
3695,6368,F,19930526,근로자,미혼,A04-03,A06-01
3696,11497,F,19930526,근로자,미혼,A04-03,A06-01
3697,11536,M,19930526,구직자,미혼,A04-02,A06-01
3698,27091,M,19930530,"구직자,예비창업자",미혼,A04-02,A06-01
3699,5437,M,19930601,근로자,미혼,A04-03,A06-01
3700,11299,F,19930601,"구직자,근로자",미혼,A04-02,A06-01
3701,4734,F,19930603,"구직자,근로자,프리랜서",미혼,A04-02,A06-01
3702,4786,M,19930604,기타,미혼,A04-00,A06-01
3703,11796,M,19930604,근로자,미혼,A04-03,A06-01
3704,24145,F,19930604,구직자,미혼,A04-02,A06-01
3705,27802,M,19930604,근로자,미혼,A04-03,A06-01
3706,24277,M,19930606,구직자,미혼,A04-02,A06-01
3707,10399,F,19930607,근로자,미혼,A04-03,A06-01
3708,12576,F,19930607,근로자,기혼,A04-03,A06-02
3709,17970,M,19930608,구직자,미혼,A04-02,A06-01
3710,19314,F,19930608,구직자,미혼,A04-02,A06-01
3711,20017,F,19930608,기타,미혼,A04-00,A06-01
3712,24118,F,19930608,구직자,미혼,A04-02,A06-01
3713,6746,F,19930609,구직자,미혼,A04-02,A06-01
3714,10490,M,19930610,구직자,미혼,A04-02,A06-01
3715,14104,F,19930610,프리랜서,미혼,A04-07,A06-01
3716,27642,F,19930610,근로자,미혼,A04-03,A06-01
3717,15492,F,19930611,프리랜서,미혼,A04-07,A06-01
3718,6659,F,19930612,근로자,기혼,A04-03,A06-02
3719,6436,F,19930613,구직자,미혼,A04-02,A06-01
3720,11844,M,19930614,"근로자,기타",미혼,A04-03,A06-01
3721,16681,M,19930614,근로자,미혼,A04-03,A06-01
3722,17660,M,19930614,구직자,미혼,A04-02,A06-01
3723,25328,F,19930614,"근로자,프리랜서",미혼,A04-03,A06-01
3724,12115,M,19930615,근로자,미혼,A04-03,A06-01
3725,25140,M,19930616,근로자,미혼,A04-03,A06-01
3726,28472,M,19930616,근로자,미혼,A04-03,A06-01
3727,10415,F,19930617,구직자,미혼,A04-02,A06-01
3728,26215,M,19930618,근로자,미혼,A04-03,A06-01
3729,10042,F,19930621,근로자,미혼,A04-03,A06-01
3730,23714,M,19930623,"구직자,기타",미혼,A04-02,A06-01
3731,7701,M,19930624,구직자,미혼,A04-02,A06-01
3732,28161,M,19930625,구직자,미혼,A04-02,A06-01
3733,22143,M,19930626,False,,A04-00,A06-00
3734,5143,M,19930629,근로자,미혼,A04-03,A06-01
3735,5422,F,19930629,구직자,미혼,A04-02,A06-01
3736,7740,M,19930701,구직자,미혼,A04-02,A06-01
3737,18941,M,19930701,근로자,미혼,A04-03,A06-01
3738,13153,F,19930702,기타,미혼,A04-00,A06-01
3739,1485,M,19930703,False,,A04-00,A06-00
3740,25884,F,19930703,근로자,미혼,A04-03,A06-01
3741,26133,M,19930704,구직자,미혼,A04-02,A06-01
3742,8022,F,19930706,구직자,미혼,A04-02,A06-01
3743,11879,F,19930706,구직자,미혼,A04-02,A06-01
3744,6703,M,19930707,기업인/소상공인,미혼,A04-05,A06-01
3745,17231,M,19930707,근로자,미혼,A04-03,A06-01
3746,23116,M,19930707,구직자,미혼,A04-02,A06-01
3747,15909,M,19930708,근로자,미혼,A04-03,A06-01
3748,24578,M,19930709,"구직자,근로자,예비창업자",미혼,A04-02,A06-01
3749,27632,M,19930709,근로자,미혼,A04-03,A06-01
3750,7661,M,19930710,구직자,미혼,A04-02,A06-01
3751,13697,M,19930710,"근로자,프리랜서",미혼,A04-03,A06-01
3752,15574,M,19930710,"구직자,프리랜서,기타",미혼,A04-02,A06-01
3753,10975,M,19930712,구직자,미혼,A04-02,A06-01
3754,25939,F,19930712,기타,미혼,A04-00,A06-01
3755,4856,M,19930713,근로자,미혼,A04-03,A06-01
3756,9562,F,19930713,기타,기혼,A04-00,A06-02
3757,18396,M,19930714,프리랜서,미혼,A04-07,A06-01
3758,18430,F,19930714,구직자,미혼,A04-02,A06-01
3759,27274,F,19930714,근로자,미혼,A04-03,A06-01
3760,27275,F,19930714,근로자,미혼,A04-03,A06-01
3761,10056,M,19930715,근로자,,A04-03,A06-00
3762,830,F,19930716,False,,A04-00,A06-00
3763,6717,M,19930716,"근로자,예비창업자",미혼,A04-03,A06-01
3764,19661,M,19930716,근로자,미혼,A04-03,A06-01
3765,21827,M,19930717,근로자,미혼,A04-03,A06-01
3766,21589,F,19930718,근로자,기혼,A04-03,A06-02
3767,22129,F,19930718,구직자,미혼,A04-02,A06-01
3768,11397,M,19930719,근로자,기혼,A04-03,A06-02
3769,10248,F,19930720,구직자,미혼,A04-02,A06-01
3770,12815,M,19930720,프리랜서,미혼,A04-07,A06-01
3771,16970,F,19930720,구직자,미혼,A04-02,A06-01
3772,28384,M,19930720,근로자,미혼,A04-03,A06-01
3773,11064,M,19930721,근로자,미혼,A04-03,A06-01
3774,5990,F,19930722,근로자,미혼,A04-03,A06-01
3775,16571,F,19930722,프리랜서,미혼,A04-07,A06-01
3776,28241,M,19930722,근로자,미혼,A04-03,A06-01
3777,16437,F,19930724,"구직자,기타",기혼,A04-02,A06-02
3778,20308,M,19930724,근로자,미혼,A04-03,A06-01
3779,26735,M,19930724,구직자,미혼,A04-02,A06-01
3780,27351,M,19930724,근로자,미혼,A04-03,A06-01
3781,21303,M,19930726,근로자,미혼,A04-03,A06-01
3782,27370,M,19930726,기업인/소상공인,미혼,A04-05,A06-01
3783,20167,M,19930727,근로자,미혼,A04-03,A06-01
3784,11347,F,19930729,근로자,미혼,A04-03,A06-01
3785,18774,F,19930729,프리랜서,미혼,A04-07,A06-01
3786,23317,F,19930729,근로자,미혼,A04-03,A06-01
3787,6729,M,19930730,근로자,미혼,A04-03,A06-01
3788,7124,M,19930730,구직자,미혼,A04-02,A06-01
3789,16824,M,19930730,근로자,미혼,A04-03,A06-01
3790,23638,F,19930731,기업인/소상공인,미혼,A04-05,A06-01
3791,7276,F,19930801,구직자,미혼,A04-02,A06-01
3792,4691,F,19930802,구직자,미혼,A04-02,A06-01
3793,16070,M,19930802,구직자,미혼,A04-02,A06-01
3794,19458,F,19930802,"근로자,기타",미혼,A04-03,A06-01
3795,26194,M,19930802,근로자,미혼,A04-03,A06-01
3796,26422,M,19930802,기타,미혼,A04-00,A06-01
3797,4701,F,19930803,기타,기혼,A04-00,A06-02
3798,24655,M,19930803,근로자,미혼,A04-03,A06-01
3799,19604,M,19930804,근로자,미혼,A04-03,A06-01
3800,19457,M,19930806,구직자,미혼,A04-02,A06-01
3801,14457,F,19930807,근로자,미혼,A04-03,A06-01
3802,19773,M,19930810,근로자,기혼,A04-03,A06-02
3803,28183,F,19930811,구직자,미혼,A04-02,A06-01
3804,21659,M,19930812,"근로자,예비창업자",미혼,A04-03,A06-01
3805,18847,M,19930815,근로자,미혼,A04-03,A06-01
3806,9604,F,19930817,구직자,미혼,A04-02,A06-01
3807,9712,F,19930818,근로자,미혼,A04-03,A06-01
3808,24723,M,19930820,구직자,미혼,A04-02,A06-01
3809,27136,M,19930821,근로자,미혼,A04-03,A06-01
3810,19448,F,19930823,"대학(원)생,구직자",미혼,A04-01,A06-01
3811,26943,F,19930823,구직자,미혼,A04-02,A06-01
3812,20774,M,19930824,근로자,미혼,A04-03,A06-01
3813,27366,M,19930824,"구직자,프리랜서",미혼,A04-02,A06-01
3814,16478,M,19930825,구직자,미혼,A04-02,A06-01
3815,19294,F,19930825,기타,기혼,A04-00,A06-02
3816,21180,F,19930826,근로자,미혼,A04-03,A06-01
3817,27553,M,19930826,근로자,미혼,A04-03,A06-01
3818,11411,M,19930827,근로자,미혼,A04-03,A06-01
3819,11283,F,19930830,근로자,미혼,A04-03,A06-01
3820,13621,M,19930830,근로자,미혼,A04-03,A06-01
3821,14960,M,19930831,근로자,미혼,A04-03,A06-01
3822,10821,M,19930902,"구직자,근로자",미혼,A04-02,A06-01
3823,13435,F,19930902,근로자,미혼,A04-03,A06-01
3824,17742,M,19930903,구직자,미혼,A04-02,A06-01
3825,18684,F,19930904,구직자,,A04-02,A06-00
3826,23275,M,19930904,프리랜서,기혼,A04-07,A06-02
3827,6683,F,19930908,구직자,기혼,A04-02,A06-02
3828,18700,M,19930909,근로자,미혼,A04-03,A06-01
3829,22676,M,19930910,근로자,미혼,A04-03,A06-01
3830,23948,F,19930910,구직자,미혼,A04-02,A06-01
3831,13471,M,19930912,구직자,미혼,A04-02,A06-01
3832,22051,F,19930913,근로자,미혼,A04-03,A06-01
3833,23626,M,19930913,근로자,미혼,A04-03,A06-01
3834,13958,M,19930914,프리랜서,미혼,A04-07,A06-01
3835,22561,F,19930915,"근로자,예비창업자",미혼,A04-03,A06-01
3836,11731,M,19930916,근로자,미혼,A04-03,A06-01
3837,13087,F,19930917,프리랜서,미혼,A04-07,A06-01
3838,26886,M,19930917,구직자,미혼,A04-02,A06-01
3839,5139,M,19930918,"프리랜서,기타",미혼,A04-07,A06-01
3840,6504,F,19930919,근로자,미혼,A04-03,A06-01
3841,28580,F,19930919,"구직자,프리랜서",미혼,A04-02,A06-01
3842,19071,M,19930920,근로자,미혼,A04-03,A06-01
3843,27088,F,19930920,구직자,미혼,A04-02,A06-01
3844,14787,M,19930921,구직자,미혼,A04-02,A06-01
3845,23332,F,19930922,기타,미혼,A04-00,A06-01
3846,11564,M,19930924,구직자,미혼,A04-02,A06-01
3847,25413,M,19930924,"대학(원)생,구직자",미혼,A04-01,A06-01
3848,13690,M,19930925,"구직자,프리랜서",미혼,A04-02,A06-01
3849,10964,M,19930926,구직자,미혼,A04-02,A06-01
3850,19326,M,19930927,근로자,미혼,A04-03,A06-01
3851,23635,M,19930927,구직자,미혼,A04-02,A06-01
3852,27115,M,19930927,근로자,미혼,A04-03,A06-01
3853,11069,M,19930928,구직자,미혼,A04-02,A06-01
3854,17014,M,19930928,프리랜서,미혼,A04-07,A06-01
3855,24829,F,19930928,구직자,미혼,A04-02,A06-01
3856,14042,M,19930929,기업인/소상공인,미혼,A04-05,A06-01
3857,20624,M,19930929,근로자,미혼,A04-03,A06-01
3858,12363,M,19931002,"구직자,기타",미혼,A04-02,A06-01
3859,18480,F,19931003,근로자,미혼,A04-03,A06-01
3860,6992,F,19931005,근로자,미혼,A04-03,A06-01
3861,10965,M,19931005,프리랜서,미혼,A04-07,A06-01
3862,17079,F,19931005,구직자,미혼,A04-02,A06-01
3863,26853,M,19931005,근로자,미혼,A04-03,A06-01
3864,11944,M,19931006,근로자,미혼,A04-03,A06-01
3865,20286,M,19931006,대학(원)생,미혼,A04-01,A06-01
3866,11446,M,19931007,근로자,미혼,A04-03,A06-01
3867,23050,F,19931007,기타,기혼,A04-00,A06-02
3868,28032,M,19931007,구직자,미혼,A04-02,A06-01
3869,25197,M,19931008,프리랜서,미혼,A04-07,A06-01
3870,17205,F,19931009,구직자,미혼,A04-02,A06-01
3871,26296,M,19931010,"구직자,근로자,기타",미혼,A04-02,A06-01
3872,5000,M,19931011,근로자,미혼,A04-03,A06-01
3873,12041,M,19931011,근로자,기혼,A04-03,A06-02
3874,21727,M,19931011,구직자,미혼,A04-02,A06-01
3875,27884,M,19931014,근로자,미혼,A04-03,A06-01
3876,20603,F,19931015,구직자,미혼,A04-02,A06-01
3877,19321,F,19931016,기타,미혼,A04-00,A06-01
3878,25337,M,19931016,근로자,미혼,A04-03,A06-01
3879,28297,M,19931018,기타,미혼,A04-00,A06-01
3880,8398,F,19931019,구직자,기혼,A04-02,A06-02
3881,23315,M,19931020,대학(원)생,미혼,A04-01,A06-01
3882,26423,M,19931020,"구직자,예비창업자",미혼,A04-02,A06-01
3883,9899,M,19931021,구직자,미혼,A04-02,A06-01
3884,27616,F,19931021,근로자,미혼,A04-03,A06-01
3885,11943,M,19931023,구직자,미혼,A04-02,A06-01
3886,23903,M,19931025,프리랜서,미혼,A04-07,A06-01
3887,26543,M,19931026,근로자,미혼,A04-03,A06-01
3888,17243,M,19931027,프리랜서,미혼,A04-07,A06-01
3889,19170,F,19931027,구직자,미혼,A04-02,A06-01
3890,14776,M,19931028,구직자,미혼,A04-02,A06-01
3891,12342,F,19931102,구직자,기혼,A04-02,A06-02
3892,9827,M,19931103,구직자,미혼,A04-02,A06-01
3893,25617,M,19931103,근로자,미혼,A04-03,A06-01
3894,26552,M,19931103,구직자,미혼,A04-02,A06-01
3895,16680,M,19931104,근로자,미혼,A04-03,A06-01
3896,4682,F,19931106,근로자,미혼,A04-03,A06-01
3897,9464,F,19931106,대학(원)생,미혼,A04-01,A06-01
3898,18917,M,19931106,근로자,미혼,A04-03,A06-01
3899,12360,M,19931108,근로자,미혼,A04-03,A06-01
3900,13842,M,19931108,구직자,미혼,A04-02,A06-01
3901,7218,M,19931109,근로자,미혼,A04-03,A06-01
3902,11245,M,19931109,근로자,미혼,A04-03,A06-01
3903,18830,M,19931109,근로자,미혼,A04-03,A06-01
3904,6082,M,19931110,근로자,미혼,A04-03,A06-01
3905,27716,M,19931110,근로자,미혼,A04-03,A06-01
3906,4086,M,19931111,False,,A04-00,A06-00
3907,11126,M,19931111,기타,미혼,A04-00,A06-01
3908,12764,F,19931112,근로자,미혼,A04-03,A06-01
3909,4695,F,19931113,구직자,미혼,A04-02,A06-01
3910,4738,F,19931113,구직자,기혼,A04-02,A06-02
3911,6575,F,19931113,근로자,미혼,A04-03,A06-01
3912,8046,M,19931113,대학(원)생,미혼,A04-01,A06-01
3913,17212,F,19931114,기타,미혼,A04-00,A06-01
3914,7143,F,19931116,구직자,미혼,A04-02,A06-01
3915,28184,M,19931117,근로자,미혼,A04-03,A06-01
3916,21427,F,19931118,"대학(원)생,기타",미혼,A04-01,A06-01
3917,17812,M,19931119,구직자,미혼,A04-02,A06-01
3918,26368,F,19931120,"근로자,예비창업자,프리랜서",미혼,A04-03,A06-01
3919,27450,F,19931120,근로자,미혼,A04-03,A06-01
3920,24813,F,19931122,"근로자,예비창업자",미혼,A04-03,A06-01
3921,28493,M,19931122,근로자,미혼,A04-03,A06-01
3922,26660,F,19931123,구직자,미혼,A04-02,A06-01
3923,5269,M,19931124,근로자,미혼,A04-03,A06-01
3924,15114,M,19931124,구직자,기혼,A04-02,A06-02
3925,21741,F,19931124,구직자,미혼,A04-02,A06-01
3926,11226,F,19931125,"구직자,근로자",미혼,A04-02,A06-01
3927,11595,F,19931127,근로자,미혼,A04-03,A06-01
3928,4961,M,19931128,False,,A04-00,A06-00
3929,4671,M,19931129,"근로자,예비창업자",미혼,A04-03,A06-01
3930,18710,M,19931129,근로자,미혼,A04-03,A06-01
3931,19273,F,19931201,기타,기혼,A04-00,A06-02
3932,7086,F,19931202,구직자,미혼,A04-02,A06-01
3933,6223,M,19931203,"구직자,예비창업자,프리랜서",미혼,A04-02,A06-01
3934,12792,M,19931203,근로자,미혼,A04-03,A06-01
3935,14335,M,19931204,구직자,기혼,A04-02,A06-02
3936,23496,M,19931206,구직자,미혼,A04-02,A06-01
3937,5012,M,19931208,프리랜서,미혼,A04-07,A06-01
3938,7957,M,19931208,대학(원)생,미혼,A04-01,A06-01
3939,23391,F,19931208,구직자,미혼,A04-02,A06-01
3940,10670,M,19931210,구직자,미혼,A04-02,A06-01
3941,11322,F,19931210,구직자,기혼,A04-02,A06-02
3942,25144,M,19931210,기타,미혼,A04-00,A06-01
3943,26149,F,19931210,구직자,미혼,A04-02,A06-01
3944,6136,F,19931211,구직자,미혼,A04-02,A06-01
3945,27221,M,19931211,근로자,기혼,A04-03,A06-02
3946,18974,M,19931213,근로자,미혼,A04-03,A06-01
3947,18325,M,19931215,"대학(원)생,구직자",미혼,A04-01,A06-01
3948,18596,F,19931216,근로자,미혼,A04-03,A06-01
3949,27244,M,19931216,근로자,미혼,A04-03,A06-01
3950,12154,M,19931217,프리랜서,미혼,A04-07,A06-01
3951,14198,M,19931217,프리랜서,미혼,A04-07,A06-01
3952,20184,M,19931217,구직자,미혼,A04-02,A06-01
3953,24046,F,19931217,구직자,미혼,A04-02,A06-01
3954,13304,M,19931218,프리랜서,미혼,A04-07,A06-01
3955,19408,M,19931219,근로자,미혼,A04-03,A06-01
3956,21080,F,19931219,"근로자,예비창업자,프리랜서",미혼,A04-03,A06-01
3957,25955,F,19931220,근로자,미혼,A04-03,A06-01
3958,28438,M,19931221,근로자,미혼,A04-03,A06-01
3959,6667,M,19931222,근로자,기혼,A04-03,A06-02
3960,24700,M,19931223,구직자,미혼,A04-02,A06-01
3961,4871,M,19931224,구직자,미혼,A04-02,A06-01
3962,10482,F,19931224,구직자,미혼,A04-02,A06-01
3963,19662,M,19931224,근로자,미혼,A04-03,A06-01
3964,5231,M,19931225,근로자,미혼,A04-03,A06-01
3965,17330,F,19931225,근로자,미혼,A04-03,A06-01
3966,25897,M,19931226,근로자,미혼,A04-03,A06-01
3967,10793,F,19931227,근로자,미혼,A04-03,A06-01
3968,28101,M,19931227,구직자,미혼,A04-02,A06-01
3969,25038,M,19931228,근로자,미혼,A04-03,A06-01
3970,25909,F,19931229,구직자,미혼,A04-02,A06-01
3971,5442,M,19931230,근로자,기혼,A04-03,A06-02
3972,11795,M,19940101,"구직자,프리랜서",미혼,A04-02,A06-01
3973,6752,M,19940102,근로자,미혼,A04-03,A06-01
3974,6753,M,19940102,근로자,미혼,A04-03,A06-01
3975,6754,M,19940102,근로자,미혼,A04-03,A06-01
3976,6755,M,19940102,근로자,미혼,A04-03,A06-01
3977,6756,M,19940102,근로자,미혼,A04-03,A06-01
3978,6757,M,19940102,근로자,미혼,A04-03,A06-01
3979,6758,M,19940102,근로자,미혼,A04-03,A06-01
3980,6759,M,19940102,근로자,미혼,A04-03,A06-01
3981,4928,F,19940103,"근로자,프리랜서",미혼,A04-03,A06-01
3982,7396,F,19940103,기타,미혼,A04-00,A06-01
3983,12171,M,19940103,구직자,미혼,A04-02,A06-01
3984,15611,F,19940103,구직자,미혼,A04-02,A06-01
3985,23401,F,19940105,근로자,미혼,A04-03,A06-01
3986,23430,M,19940105,기타,미혼,A04-00,A06-01
3987,24688,M,19940105,구직자,미혼,A04-02,A06-01
3988,15504,F,19940106,근로자,미혼,A04-03,A06-01
